"continent","iso","admin_0","admin_1","t_lci","t_med","t_uci","scenario"
"Americas","GTM","Guatemala","Quiche",NA,NA,NA,"Optimistic"
"Americas","GTM","Guatemala","Retalhuleu",NA,NA,NA,"Optimistic"
"Americas","GTM","Guatemala","Sacatepequez",NA,NA,NA,"Optimistic"
"Americas","GTM","Guatemala","San Marcos",NA,NA,NA,"Optimistic"
"Americas","GTM","Guatemala","Santa Rosa",NA,NA,NA,"Optimistic"
"Americas","GTM","Guatemala","Solola",NA,NA,NA,"Optimistic"
"Americas","GTM","Guatemala","Suchitepequez",NA,NA,NA,"Optimistic"
"Americas","GTM","Guatemala","Totonicapan",NA,NA,NA,"Optimistic"
"Americas","GTM","Guatemala","Zacapa",NA,NA,NA,"Optimistic"
"Americas","GUF","French Guiana","Cayenne",NA,NA,NA,"Optimistic"
"Americas","GUF","French Guiana","Saint-laurent-du-maroni",NA,NA,NA,"Optimistic"
"Americas","GUY","Guyana","Barima/Waini (Region n1)",NA,NA,NA,"Optimistic"
"Americas","GUY","Guyana","Cuyuni/Mazaruni (Region n7)",NA,NA,NA,"Optimistic"
"Americas","GUY","Guyana","Demerara/Mahaica (Region n4)",NA,NA,NA,"Optimistic"
"Americas","GUY","Guyana","East Berbice/Corentyne (Region n6)",NA,NA,NA,"Optimistic"
"Americas","GUY","Guyana","Essequibo Islands/West Demerara (Region n3)",NA,NA,NA,"Optimistic"
"Americas","GUY","Guyana","Mahaica Berbice (Region n5)",NA,NA,NA,"Optimistic"
"Americas","GUY","Guyana","Pomeroon/Supenaam (Region n2)",NA,NA,NA,"Optimistic"
"Americas","GUY","Guyana","Potaro/Siparuni (Region n8)",NA,NA,NA,"Optimistic"
"Americas","GUY","Guyana","Upper Demerara/Berbice (Region n10)",NA,NA,NA,"Optimistic"
"Americas","GUY","Guyana","Upper Takutu/Upper Essequibo (Region n9)",NA,NA,NA,"Optimistic"
"Americas","HND","Honduras","Atlantida",NA,NA,NA,"Optimistic"
"Americas","HND","Honduras","Choluteca",NA,NA,NA,"Optimistic"
"Americas","HND","Honduras","Colon",NA,NA,NA,"Optimistic"
"Americas","HND","Honduras","Comayagua",NA,NA,NA,"Optimistic"
"Americas","HND","Honduras","Copan",NA,NA,NA,"Optimistic"
"Americas","HND","Honduras","Cortes",NA,NA,NA,"Optimistic"
"Americas","HND","Honduras","El Paraiso",NA,NA,NA,"Optimistic"
"Americas","HND","Honduras","Francisco Morazan",NA,NA,NA,"Optimistic"
"Americas","HND","Honduras","Gracias a Dios",NA,NA,NA,"Optimistic"
"Americas","HND","Honduras","Intibuca",NA,NA,NA,"Optimistic"
"Americas","HND","Honduras","Islas de La Bahia",NA,NA,NA,"Optimistic"
"Americas","HND","Honduras","La Paz",NA,NA,NA,"Optimistic"
"Americas","HND","Honduras","Lempira",NA,NA,NA,"Optimistic"
"Americas","HND","Honduras","Ocotepeque",NA,NA,NA,"Optimistic"
"Americas","HND","Honduras","Olancho",NA,NA,NA,"Optimistic"
"Americas","HND","Honduras","Santa Barbara",NA,NA,NA,"Optimistic"
"Americas","HND","Honduras","Valle",NA,NA,NA,"Optimistic"
"Americas","HND","Honduras","Yoro",NA,NA,NA,"Optimistic"
"Americas","HTI","Haiti","Artibonite",NA,NA,NA,"Optimistic"
"Americas","HTI","Haiti","Centre",NA,NA,NA,"Optimistic"
"Americas","HTI","Haiti","Grande Anse",NA,NA,NA,"Optimistic"
"Americas","HTI","Haiti","Nippes",NA,NA,NA,"Optimistic"
"Americas","HTI","Haiti","Nord",NA,NA,NA,"Optimistic"
"Americas","HTI","Haiti","Nord Est",NA,NA,NA,"Optimistic"
"Americas","HTI","Haiti","Nord Ouest",NA,NA,NA,"Optimistic"
"Americas","HTI","Haiti","Ouest",NA,NA,NA,"Optimistic"
"Americas","HTI","Haiti","Sud",NA,NA,NA,"Optimistic"
"Americas","HTI","Haiti","Sud-Est",NA,NA,NA,"Optimistic"
"Americas","MEX","Mexico","Aguascalientes",NA,NA,NA,"Optimistic"
"Americas","MEX","Mexico","Baja California",NA,NA,NA,"Optimistic"
"Americas","MEX","Mexico","Baja California Sur",NA,NA,NA,"Optimistic"
"Americas","MEX","Mexico","Campeche",NA,NA,NA,"Optimistic"
"Americas","MEX","Mexico","Chiapas",NA,NA,NA,"Optimistic"
"Americas","MEX","Mexico","Chihuahua",NA,NA,NA,"Optimistic"
"Americas","MEX","Mexico","Ciudad de Mexico",NA,NA,NA,"Optimistic"
"Americas","MEX","Mexico","Coahuila de Zaragoza",NA,NA,NA,"Optimistic"
"Americas","MEX","Mexico","Colima",NA,NA,NA,"Optimistic"
"Americas","MEX","Mexico","Durango",NA,NA,NA,"Optimistic"
"Americas","MEX","Mexico","Guanajuato",NA,NA,NA,"Optimistic"
"Americas","MEX","Mexico","Guerrero",NA,NA,NA,"Optimistic"
"Americas","MEX","Mexico","Hidalgo",NA,NA,NA,"Optimistic"
"Americas","MEX","Mexico","Jalisco",NA,NA,NA,"Optimistic"
"Americas","MEX","Mexico","Mexico",NA,NA,NA,"Optimistic"
"Americas","MEX","Mexico","Michoacan de Ocampo",NA,NA,NA,"Optimistic"
"Americas","MEX","Mexico","Morelos",NA,NA,NA,"Optimistic"
"Americas","MEX","Mexico","Nayarit",NA,NA,NA,"Optimistic"
"Americas","MEX","Mexico","Nuevo Leon",NA,NA,NA,"Optimistic"
"Americas","MEX","Mexico","Oaxaca",NA,NA,NA,"Optimistic"
"Americas","MEX","Mexico","Puebla",NA,NA,NA,"Optimistic"
"Americas","MEX","Mexico","Queretaro",NA,NA,NA,"Optimistic"
"Americas","MEX","Mexico","Quintana Roo",NA,NA,NA,"Optimistic"
"Americas","MEX","Mexico","San Luis Potosi",NA,NA,NA,"Optimistic"
"Americas","MEX","Mexico","Sinaloa",NA,NA,NA,"Optimistic"
"Americas","MEX","Mexico","Sonora",NA,NA,NA,"Optimistic"
"Americas","MEX","Mexico","Tabasco",NA,NA,NA,"Optimistic"
"Americas","MEX","Mexico","Tamaulipas",NA,NA,NA,"Optimistic"
"Americas","MEX","Mexico","Tlaxcala",NA,NA,NA,"Optimistic"
"Americas","MEX","Mexico","Veracruz de Ignacio de la Llave",NA,NA,NA,"Optimistic"
"Americas","MEX","Mexico","Yucatan",NA,NA,NA,"Optimistic"
"Americas","MEX","Mexico","Zacatecas",NA,NA,NA,"Optimistic"
"Americas","NIC","Nicaragua","Boaco",NA,NA,NA,"Optimistic"
"Americas","NIC","Nicaragua","Carazo",NA,NA,NA,"Optimistic"
"Americas","NIC","Nicaragua","Chinandega",NA,NA,NA,"Optimistic"
"Americas","NIC","Nicaragua","Chontales",NA,NA,NA,"Optimistic"
"Americas","NIC","Nicaragua","Esteli",NA,NA,NA,"Optimistic"
"Americas","NIC","Nicaragua","Granada",NA,NA,NA,"Optimistic"
"Americas","NIC","Nicaragua","Jinotega",NA,NA,NA,"Optimistic"
"Americas","NIC","Nicaragua","Leon",NA,NA,NA,"Optimistic"
"Americas","NIC","Nicaragua","Madriz",NA,NA,NA,"Optimistic"
"Americas","NIC","Nicaragua","Managua",NA,NA,NA,"Optimistic"
"Americas","NIC","Nicaragua","Masaya",NA,NA,NA,"Optimistic"
"Americas","NIC","Nicaragua","Matagalpa",NA,NA,NA,"Optimistic"
"Americas","NIC","Nicaragua","Nueva Segovia",NA,NA,NA,"Optimistic"
"Americas","NIC","Nicaragua","Region Autonoma del Atlantico Norte",NA,NA,NA,"Optimistic"
"Americas","NIC","Nicaragua","Region Autonoma del Atlantico Sur",NA,NA,NA,"Optimistic"
"Americas","NIC","Nicaragua","Rio San Juan",NA,NA,NA,"Optimistic"
"Americas","NIC","Nicaragua","Rivas",NA,NA,NA,"Optimistic"
"Americas","PAN","Panama","Bocas Del Toro",NA,NA,NA,"Optimistic"
"Americas","PAN","Panama","Chiriqui",NA,NA,NA,"Optimistic"
"Americas","PAN","Panama","Cocle",NA,NA,NA,"Optimistic"
"Americas","PAN","Panama","Colon",NA,NA,NA,"Optimistic"
"Americas","PAN","Panama","Comarca Embera",NA,NA,NA,"Optimistic"
"Americas","PAN","Panama","Comarca Kuna Yala",NA,NA,NA,"Optimistic"
"Americas","PAN","Panama","Comarca Ngabe Bugle",NA,NA,NA,"Optimistic"
"Americas","PAN","Panama","Darien",NA,NA,NA,"Optimistic"
"Americas","PAN","Panama","Herrera",NA,NA,NA,"Optimistic"
"Americas","PAN","Panama","Los Santos",NA,NA,NA,"Optimistic"
"Americas","PAN","Panama","Panama",NA,NA,NA,"Optimistic"
"Americas","PAN","Panama","Veraguas",NA,NA,NA,"Optimistic"
"Americas","PER","Peru","Amazonas",NA,NA,NA,"Optimistic"
"Americas","PER","Peru","Ancash",NA,NA,NA,"Optimistic"
"Americas","PER","Peru","Apurimac",NA,NA,NA,"Optimistic"
"Americas","PER","Peru","Arequipa",NA,NA,NA,"Optimistic"
"Americas","PER","Peru","Ayacucho",NA,NA,NA,"Optimistic"
"Americas","PER","Peru","Cajamarca",NA,NA,NA,"Optimistic"
"Americas","PER","Peru","Callao",NA,NA,NA,"Optimistic"
"Americas","PER","Peru","Cusco",NA,NA,NA,"Optimistic"
"Americas","PER","Peru","Huancavelica",NA,NA,NA,"Optimistic"
"Americas","PER","Peru","Huanuco",NA,NA,NA,"Optimistic"
"Americas","PER","Peru","Ica",NA,NA,NA,"Optimistic"
"Americas","PER","Peru","Junin",NA,NA,NA,"Optimistic"
"Americas","PER","Peru","La Libertad",NA,NA,NA,"Optimistic"
"Americas","PER","Peru","Lambayeque",NA,NA,NA,"Optimistic"
"Americas","PER","Peru","Lima",NA,NA,NA,"Optimistic"
"Americas","PER","Peru","Loreto",NA,NA,NA,"Optimistic"
"Americas","PER","Peru","Madre De Dios",NA,NA,NA,"Optimistic"
"Americas","PER","Peru","Moquegua",NA,NA,NA,"Optimistic"
"Americas","PER","Peru","Pasco",NA,NA,NA,"Optimistic"
"Americas","PER","Peru","Piura",NA,NA,NA,"Optimistic"
"Americas","PER","Peru","Puno",NA,NA,NA,"Optimistic"
"Americas","PER","Peru","San Martin",NA,NA,NA,"Optimistic"
"Americas","PER","Peru","Tacna",NA,NA,NA,"Optimistic"
"Americas","PER","Peru","Tumbes",NA,NA,NA,"Optimistic"
"Americas","PER","Peru","Ucayali",NA,NA,NA,"Optimistic"
"Americas","PRY","Paraguay","Alto Paraguay",NA,NA,NA,"Optimistic"
"Americas","PRY","Paraguay","Alto Parana",NA,NA,NA,"Optimistic"
"Americas","PRY","Paraguay","Amambay",NA,NA,NA,"Optimistic"
"Americas","PRY","Paraguay","Asuncion",NA,NA,NA,"Optimistic"
"Americas","PRY","Paraguay","Boqueron",NA,NA,NA,"Optimistic"
"Americas","PRY","Paraguay","Caaguazu",NA,NA,NA,"Optimistic"
"Americas","PRY","Paraguay","Caazapa",NA,NA,NA,"Optimistic"
"Americas","PRY","Paraguay","Canindeyu",NA,NA,NA,"Optimistic"
"Americas","PRY","Paraguay","Central",NA,NA,NA,"Optimistic"
"Americas","PRY","Paraguay","Concepcion",NA,NA,NA,"Optimistic"
"Americas","PRY","Paraguay","Cordillera",NA,NA,NA,"Optimistic"
"Americas","PRY","Paraguay","Guaira",NA,NA,NA,"Optimistic"
"Americas","PRY","Paraguay","Itapua",NA,NA,NA,"Optimistic"
"Americas","PRY","Paraguay","Misiones",NA,NA,NA,"Optimistic"
"Americas","PRY","Paraguay","Neembucu",NA,NA,NA,"Optimistic"
"Americas","PRY","Paraguay","Paraguari",NA,NA,NA,"Optimistic"
"Americas","PRY","Paraguay","Presidente Hayes",NA,NA,NA,"Optimistic"
"Americas","PRY","Paraguay","San Pedro",NA,NA,NA,"Optimistic"
"Americas","SLV","El Salvador","Ahuachapan",NA,NA,NA,"Optimistic"
"Americas","SLV","El Salvador","Cabanas",NA,NA,NA,"Optimistic"
"Americas","SLV","El Salvador","Chalatenango",NA,NA,NA,"Optimistic"
"Americas","SLV","El Salvador","Cuscatlan",NA,NA,NA,"Optimistic"
"Americas","SLV","El Salvador","La Libertad",NA,NA,NA,"Optimistic"
"Americas","SLV","El Salvador","La Paz",NA,NA,NA,"Optimistic"
"Americas","SLV","El Salvador","La Union",NA,NA,NA,"Optimistic"
"Americas","SLV","El Salvador","Morazan",NA,NA,NA,"Optimistic"
"Americas","SLV","El Salvador","San Miguel",NA,NA,NA,"Optimistic"
"Americas","SLV","El Salvador","San Salvador",NA,NA,NA,"Optimistic"
"Americas","SLV","El Salvador","San Vicente",NA,NA,NA,"Optimistic"
"Americas","SLV","El Salvador","Santa Ana",NA,NA,NA,"Optimistic"
"Americas","SLV","El Salvador","Sonsonate",NA,NA,NA,"Optimistic"
"Americas","SLV","El Salvador","Usulutan",NA,NA,NA,"Optimistic"
"Americas","SUR","Suriname","Brokopondo",NA,NA,NA,"Optimistic"
"Americas","SUR","Suriname","Commewijne",NA,NA,NA,"Optimistic"
"Americas","SUR","Suriname","Coronie",NA,NA,NA,"Optimistic"
"Americas","SUR","Suriname","Marowijne",NA,NA,NA,"Optimistic"
"Americas","SUR","Suriname","Nickerie",NA,NA,NA,"Optimistic"
"Americas","SUR","Suriname","Para",NA,NA,NA,"Optimistic"
"Americas","SUR","Suriname","Paramaribo",NA,NA,NA,"Optimistic"
"Americas","SUR","Suriname","Saramacca",NA,NA,NA,"Optimistic"
"Americas","SUR","Suriname","Sipaliwini",NA,NA,NA,"Optimistic"
"Americas","SUR","Suriname","Wanica",NA,NA,NA,"Optimistic"
"Americas","VEN","Venezuela","Amazonas",NA,NA,NA,"Optimistic"
"Americas","VEN","Venezuela","Anzoategui",NA,NA,NA,"Optimistic"
"Americas","VEN","Venezuela","Apure",NA,NA,NA,"Optimistic"
"Americas","VEN","Venezuela","Aragua",NA,NA,NA,"Optimistic"
"Americas","VEN","Venezuela","Barinas",NA,NA,NA,"Optimistic"
"Americas","VEN","Venezuela","Bolivar",NA,NA,NA,"Optimistic"
"Americas","VEN","Venezuela","Carabobo",NA,NA,NA,"Optimistic"
"Americas","VEN","Venezuela","Cojedes",NA,NA,NA,"Optimistic"
"Americas","VEN","Venezuela","Delta Amacuro",NA,NA,NA,"Optimistic"
"Americas","VEN","Venezuela","Distrito Federal",NA,NA,NA,"Optimistic"
"Americas","VEN","Venezuela","Falcon",NA,NA,NA,"Optimistic"
"Americas","VEN","Venezuela","Federal Dependencies",NA,NA,NA,"Optimistic"
"Americas","VEN","Venezuela","Guarico",NA,NA,NA,"Optimistic"
"Americas","VEN","Venezuela","Lara",NA,NA,NA,"Optimistic"
"Americas","VEN","Venezuela","Merida",NA,NA,NA,"Optimistic"
"Americas","VEN","Venezuela","Miranda",NA,NA,NA,"Optimistic"
"Americas","VEN","Venezuela","Monagas",NA,NA,NA,"Optimistic"
"Americas","VEN","Venezuela","Nueva Esparta",NA,NA,NA,"Optimistic"
"Americas","VEN","Venezuela","Portuguesa",NA,NA,NA,"Optimistic"
"Americas","VEN","Venezuela","Sucre",NA,NA,NA,"Optimistic"
"Americas","VEN","Venezuela","Tachira",NA,NA,NA,"Optimistic"
"Americas","VEN","Venezuela","Trujillo",NA,NA,NA,"Optimistic"
"Americas","VEN","Venezuela","Vargas",NA,NA,NA,"Optimistic"
"Americas","VEN","Venezuela","Yaracuy",NA,NA,NA,"Optimistic"
"Americas","VEN","Venezuela","Zulia",NA,NA,NA,"Optimistic"
"Asia","AFG","Afghanistan","Badakhshan",NA,NA,NA,"Optimistic"
"Asia","AFG","Afghanistan","Badghis",NA,NA,NA,"Optimistic"
"Asia","AFG","Afghanistan","Baghlan",NA,NA,NA,"Optimistic"
"Asia","AFG","Afghanistan","Balkh",NA,NA,NA,"Optimistic"
"Asia","AFG","Afghanistan","Bamyan",NA,NA,NA,"Optimistic"
"Asia","AFG","Afghanistan","Daykundi",NA,NA,NA,"Optimistic"
"Asia","AFG","Afghanistan","Farah",NA,NA,NA,"Optimistic"
"Asia","AFG","Afghanistan","Faryab",NA,NA,NA,"Optimistic"
"Asia","AFG","Afghanistan","Ghazni",NA,NA,NA,"Optimistic"
"Asia","AFG","Afghanistan","Ghor",NA,NA,NA,"Optimistic"
"Asia","AFG","Afghanistan","Hilmand",NA,NA,NA,"Optimistic"
"Asia","AFG","Afghanistan","Hirat",NA,NA,NA,"Optimistic"
"Asia","AFG","Afghanistan","Jawzjan",NA,NA,NA,"Optimistic"
"Asia","AFG","Afghanistan","Kabul",NA,NA,NA,"Optimistic"
"Asia","AFG","Afghanistan","Kandahar",NA,NA,NA,"Optimistic"
"Asia","AFG","Afghanistan","Kapisa",NA,NA,NA,"Optimistic"
"Asia","AFG","Afghanistan","Khost",NA,NA,NA,"Optimistic"
"Asia","AFG","Afghanistan","Kunar",NA,NA,NA,"Optimistic"
"Asia","AFG","Afghanistan","Kunduz",NA,NA,NA,"Optimistic"
"Asia","AFG","Afghanistan","Laghman",NA,NA,NA,"Optimistic"
"Asia","AFG","Afghanistan","Logar",NA,NA,NA,"Optimistic"
"Asia","AFG","Afghanistan","Nangarhar",NA,NA,NA,"Optimistic"
"Asia","AFG","Afghanistan","Nimroz",NA,NA,NA,"Optimistic"
"Asia","AFG","Afghanistan","Nuristan",NA,NA,NA,"Optimistic"
"Asia","AFG","Afghanistan","Paktika",NA,NA,NA,"Optimistic"
"Asia","AFG","Afghanistan","Paktya",NA,NA,NA,"Optimistic"
"Asia","AFG","Afghanistan","Panjsher",NA,NA,NA,"Optimistic"
"Asia","AFG","Afghanistan","Parwan",NA,NA,NA,"Optimistic"
"Asia","AFG","Afghanistan","Samangan",NA,NA,NA,"Optimistic"
"Asia","AFG","Afghanistan","Sar-e-Pul",NA,NA,NA,"Optimistic"
"Asia","AFG","Afghanistan","Takhar",NA,NA,NA,"Optimistic"
"Asia","AFG","Afghanistan","Uruzgan",NA,NA,NA,"Optimistic"
"Asia","AFG","Afghanistan","Wardak",NA,NA,NA,"Optimistic"
"Asia","AFG","Afghanistan","Zabul",NA,NA,NA,"Optimistic"
"Asia","ARM","Armenia","Aragatsotn",NA,NA,NA,"Optimistic"
"Asia","ARM","Armenia","Ararat",NA,NA,NA,"Optimistic"
"Asia","ARM","Armenia","Armavir",NA,NA,NA,"Optimistic"
"Asia","ARM","Armenia","Gergharkunik",NA,NA,NA,"Optimistic"
"Asia","ARM","Armenia","Kotayk",NA,NA,NA,"Optimistic"
"Asia","ARM","Armenia","Lori",NA,NA,NA,"Optimistic"
"Asia","ARM","Armenia","Shirak",NA,NA,NA,"Optimistic"
"Asia","ARM","Armenia","Syunik",NA,NA,NA,"Optimistic"
"Asia","ARM","Armenia","Tavush",NA,NA,NA,"Optimistic"
"Asia","ARM","Armenia","Vayots Dzor",NA,NA,NA,"Optimistic"
"Asia","ARM","Armenia","Yerevan",NA,NA,NA,"Optimistic"
"Asia","AZE","Azerbaijan","Absheron",NA,NA,NA,"Optimistic"
"Asia","AZE","Azerbaijan","Aran",NA,NA,NA,"Optimistic"
"Asia","AZE","Azerbaijan","Daglig-Shirvan",NA,NA,NA,"Optimistic"
"Asia","AZE","Azerbaijan","Ganja-Qazakh",NA,NA,NA,"Optimistic"
"Asia","AZE","Azerbaijan","Kalbajar-Lachin",NA,NA,NA,"Optimistic"
"Asia","AZE","Azerbaijan","Lankaran",NA,NA,NA,"Optimistic"
"Asia","AZE","Azerbaijan","Nakhchivan",NA,NA,NA,"Optimistic"
"Asia","AZE","Azerbaijan","Quba-Khachmaz",NA,NA,NA,"Optimistic"
"Asia","AZE","Azerbaijan","Shaki-Zaqatala",NA,NA,NA,"Optimistic"
"Asia","AZE","Azerbaijan","Yukhari-Karabakh",NA,NA,NA,"Optimistic"
"Asia","BGD","Bangladesh","Barisal",NA,NA,NA,"Optimistic"
"Asia","BGD","Bangladesh","Chittagong",NA,NA,NA,"Optimistic"
"Asia","BGD","Bangladesh","Dhaka",NA,NA,NA,"Optimistic"
"Asia","BGD","Bangladesh","Khulna",NA,NA,NA,"Optimistic"
"Asia","BGD","Bangladesh","Mymensingh",NA,NA,NA,"Optimistic"
"Asia","BGD","Bangladesh","Rajshahi",NA,NA,NA,"Optimistic"
"Asia","BGD","Bangladesh","Rangpur",NA,NA,NA,"Optimistic"
"Asia","BGD","Bangladesh","Sylhet",NA,NA,NA,"Optimistic"
"Asia","BTN","Bhutan","Bumthang",NA,NA,NA,"Optimistic"
"Asia","BTN","Bhutan","Chhukha",NA,NA,NA,"Optimistic"
"Asia","BTN","Bhutan","Dagana",NA,NA,NA,"Optimistic"
"Asia","BTN","Bhutan","Gasa",NA,NA,NA,"Optimistic"
"Asia","BTN","Bhutan","Haa",NA,NA,NA,"Optimistic"
"Asia","BTN","Bhutan","Lhuentse",NA,NA,NA,"Optimistic"
"Asia","BTN","Bhutan","Monggar",NA,NA,NA,"Optimistic"
"Asia","BTN","Bhutan","Paro",NA,NA,NA,"Optimistic"
"Asia","BTN","Bhutan","Pemagatshel",NA,NA,NA,"Optimistic"
"Asia","BTN","Bhutan","Punakha",NA,NA,NA,"Optimistic"
"Asia","BTN","Bhutan","Samdrupjongkhar",NA,NA,NA,"Optimistic"
"Asia","BTN","Bhutan","Samtse",NA,NA,NA,"Optimistic"
"Asia","BTN","Bhutan","Sarpang",NA,NA,NA,"Optimistic"
"Asia","BTN","Bhutan","Thimphu",NA,NA,NA,"Optimistic"
"Asia","BTN","Bhutan","Trashigang",NA,NA,NA,"Optimistic"
"Asia","BTN","Bhutan","Trashiyangtse",NA,NA,NA,"Optimistic"
"Asia","BTN","Bhutan","Trongsa",NA,NA,NA,"Optimistic"
"Asia","BTN","Bhutan","Tsirang",NA,NA,NA,"Optimistic"
"Asia","BTN","Bhutan","Wangduephodrang",NA,NA,NA,"Optimistic"
"Asia","BTN","Bhutan","Zhemgang",NA,NA,NA,"Optimistic"
"Asia","CHN","China","Aksai Chin",NA,NA,NA,"Optimistic"
"Asia","CHN","China","Anhui Sheng",NA,NA,NA,"Optimistic"
"Asia","CHN","China","Beijing Shi",NA,NA,NA,"Optimistic"
"Asia","CHN","China","Chongqing Shi",NA,NA,NA,"Optimistic"
"Asia","CHN","China","Fujian Sheng",NA,NA,NA,"Optimistic"
"Asia","CHN","China","Gansu Sheng",NA,NA,NA,"Optimistic"
"Asia","CHN","China","Guangdong Sheng",NA,NA,NA,"Optimistic"
"Asia","CHN","China","Guangxi Zhuangzu Zizhiqu",NA,NA,NA,"Optimistic"
"Asia","CHN","China","Guizhou Sheng",NA,NA,NA,"Optimistic"
"Asia","CHN","China","Hainan Sheng",NA,NA,NA,"Optimistic"
"Asia","CHN","China","Hebei Sheng",NA,NA,NA,"Optimistic"
"Asia","CHN","China","Heilongjiang Sheng",NA,NA,NA,"Optimistic"
"Asia","CHN","China","Henan Sheng",NA,NA,NA,"Optimistic"
"Asia","CHN","China","Hubei Sheng",NA,NA,NA,"Optimistic"
"Asia","CHN","China","Hunan Sheng",NA,NA,NA,"Optimistic"
"Asia","CHN","China","Jiangsu Sheng",NA,NA,NA,"Optimistic"
"Asia","CHN","China","Jiangxi Sheng",NA,NA,NA,"Optimistic"
"Asia","CHN","China","Jilin Sheng",NA,NA,NA,"Optimistic"
"Asia","CHN","China","Liaoning Sheng",NA,NA,NA,"Optimistic"
"Asia","CHN","China","Neimenggu Zizhiqu",NA,NA,NA,"Optimistic"
"Asia","CHN","China","Ningxia Huizu Zizhiqu",NA,NA,NA,"Optimistic"
"Asia","CHN","China","Qinghai Sheng",NA,NA,NA,"Optimistic"
"Asia","CHN","China","Shaanxi Sheng",NA,NA,NA,"Optimistic"
"Asia","CHN","China","Shandong Sheng",NA,NA,NA,"Optimistic"
"Asia","CHN","China","Shanghai Shi",NA,NA,NA,"Optimistic"
"Asia","CHN","China","Shanxi Sheng",NA,NA,NA,"Optimistic"
"Asia","CHN","China","Sichuan Sheng",NA,NA,NA,"Optimistic"
"Asia","CHN","China","Taiwan Sheng",NA,NA,NA,"Optimistic"
"Asia","CHN","China","Tianjing Shi",NA,NA,NA,"Optimistic"
"Asia","CHN","China","Xinjiang Uygur Zizhiqu",NA,NA,NA,"Optimistic"
"Asia","CHN","China","Xizang Zizhiqu",NA,NA,NA,"Optimistic"
"Asia","CHN","China","Yunnan Sheng",NA,NA,NA,"Optimistic"
"Asia","CHN","China","Zhejiang Sheng",NA,NA,NA,"Optimistic"
"Asia","GEO","Georgia","Abkhazia Aut. Rep.",NA,NA,NA,"Optimistic"
"Asia","GEO","Georgia","Adjara Aut. Rep.",NA,NA,NA,"Optimistic"
"Asia","GEO","Georgia","Guria",NA,NA,NA,"Optimistic"
"Asia","GEO","Georgia","Imereti",NA,NA,NA,"Optimistic"
"Asia","GEO","Georgia","Kakheti",NA,NA,NA,"Optimistic"
"Asia","GEO","Georgia","Kvemo Kartli",NA,NA,NA,"Optimistic"
"Asia","GEO","Georgia","Mtskheta-Mtianeti",NA,NA,NA,"Optimistic"
"Asia","GEO","Georgia","Racha-Lechkhumi and Kvemo (lower) Svaneti",NA,NA,NA,"Optimistic"
"Asia","GEO","Georgia","Samergelo and Zemo (upper) Svaneti",NA,NA,NA,"Optimistic"
"Asia","GEO","Georgia","Samtskhe-Javakheti",NA,NA,NA,"Optimistic"
"Asia","GEO","Georgia","Shida Kartli",NA,NA,NA,"Optimistic"
"Asia","GEO","Georgia","Tbilisi",NA,NA,NA,"Optimistic"
"Asia","IDN","Indonesia","Aceh",NA,NA,NA,"Optimistic"
"Asia","IDN","Indonesia","Bali",NA,NA,NA,"Optimistic"
"Asia","IDN","Indonesia","Bangka-Belitung",NA,NA,NA,"Optimistic"
"Asia","IDN","Indonesia","Banten",NA,NA,NA,"Optimistic"
"Asia","IDN","Indonesia","Bengkulu",NA,NA,NA,"Optimistic"
"Asia","IDN","Indonesia","Gorontalo",NA,NA,NA,"Optimistic"
"Asia","IDN","Indonesia","Irian Jaya Barat",NA,NA,NA,"Optimistic"
"Asia","IDN","Indonesia","Jakarta Raya",NA,NA,NA,"Optimistic"
"Asia","IDN","Indonesia","Jambi",NA,NA,NA,"Optimistic"
"Asia","IDN","Indonesia","Jawa Barat",NA,NA,NA,"Optimistic"
"Asia","IDN","Indonesia","Jawa Tengah",NA,NA,NA,"Optimistic"
"Asia","IDN","Indonesia","Jawa Timur",NA,NA,NA,"Optimistic"
"Asia","IDN","Indonesia","Kalimantan Barat",NA,NA,NA,"Optimistic"
"Asia","IDN","Indonesia","Kalimantan Selatan",NA,NA,NA,"Optimistic"
"Asia","IDN","Indonesia","Kalimantan Tengah",NA,NA,NA,"Optimistic"
"Asia","IDN","Indonesia","Kalimantan Timur",NA,NA,NA,"Optimistic"
"Asia","IDN","Indonesia","Kalimantan Utara",NA,NA,NA,"Optimistic"
"Asia","IDN","Indonesia","Kepulauan Riau",NA,NA,NA,"Optimistic"
"Asia","IDN","Indonesia","Lampung",NA,NA,NA,"Optimistic"
"Asia","IDN","Indonesia","Maluku",NA,NA,NA,"Optimistic"
"Asia","IDN","Indonesia","Maluku Utara",NA,NA,NA,"Optimistic"
"Asia","IDN","Indonesia","Nusa Tenggara Barat",NA,NA,NA,"Optimistic"
"Asia","IDN","Indonesia","Nusa Tenggara Timur",NA,NA,NA,"Optimistic"
"Asia","IDN","Indonesia","Papua",NA,NA,NA,"Optimistic"
"Asia","IDN","Indonesia","Riau",NA,NA,NA,"Optimistic"
"Asia","IDN","Indonesia","Sulawesi Barat",NA,NA,NA,"Optimistic"
"Asia","IDN","Indonesia","Sulawesi Selatan",NA,NA,NA,"Optimistic"
"Asia","IDN","Indonesia","Sulawesi Tengah",NA,NA,NA,"Optimistic"
"Asia","IDN","Indonesia","Sulawesi Tenggara",NA,NA,NA,"Optimistic"
"Asia","IDN","Indonesia","Sulawesi Utara",NA,NA,NA,"Optimistic"
